,player,season,season_type,age,team_id,lg_id,pos,g,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,DUMMY,trp_dbl
0,Dwayne Wade,2003-04,playoff,22,MIA,NBA,PG,13,13,510,86,189,.455,3,8,.375,83,181,.459,.463,59,75,.787,16,36,52,73,17,4,54,45,234,,
1,Dwayne Wade,2004-05,playoff,23,MIA,NBA,SG,14,14,571,136,281,.484,1,10,.100,135,271,.498,.486,111,139,.799,23,57,80,93,22,16,62,43,384,,
2,Dwayne Wade,2005-06,playoff,24,MIA,NBA,SG,23,23,959,219,441,.497,14,37,.378,205,404,.507,.512,202,250,.808,28,107,135,132,51,26,90,71,654,,
3,Dwayne Wade,2006-07,playoff,25,MIA,NBA,SG,4,4,162,36,84,.429,0,5,.000,36,79,.456,.429,22,32,.688,7,12,19,25,5,2,23,13,94,,
4,Dwayne Wade,2008-09,playoff,27,MIA,NBA,SG,7,7,285,68,155,.439,18,50,.360,50,105,.476,.497,50,58,.862,4,31,35,37,6,11,25,20,204,,
5,Dwayne Wade,2009-10,playoff,28,MIA,NBA,SG,5,5,210,62,110,.564,15,37,.405,47,73,.644,.632,27,40,.675,6,22,28,34,8,8,26,16,166,,
6,Dwayne Wade,2010-11,playoff,29,MIA,NBA,SG,21,21,828,181,373,.485,14,52,.269,167,321,.520,.504,139,179,.777,43,107,150,92,34,28,64,53,515,,
7,Dwayne Wade,2011-12,playoff,30,MIA,NBA,SG,23,23,907,197,426,.462,10,34,.294,187,392,.477,.474,121,166,.729,32,88,120,100,39,30,68,65,525,,
8,Dwayne Wade,2012-13,playoff,31,MIA,NBA,SG,22,22,782,144,315,.457,1,4,.250,143,311,.460,.459,60,80,.750,38,64,102,105,38,23,58,45,349,,
9,Dwayne Wade,2013-14,playoff,32,MIA,NBA,SG,20,20,693,139,278,.500,9,24,.375,130,254,.512,.516,69,90,.767,16,61,77,77,30,5,54,55,356,,
10,Dwayne Wade,2015-16,playoff,34,MIA,NBA,SG,14,14,473,119,254,.469,12,23,.522,107,231,.463,.492,50,64,.781,12,67,79,60,11,13,38,22,300,,
11,Dwayne Wade,2016-17,playoff,35,CHI,NBA,SG,6,6,190,32,86,.372,6,17,.353,26,69,.377,.407,20,21,.952,6,24,30,24,5,8,10,8,90,,
12,Dwayne Wade,2017-18,playoff,36,MIA,NBA,SG,5,0,127,31,70,.443,0,4,.000,31,66,.470,.443,21,26,.808,3,18,21,18,7,1,11,11,83,,
13,Dwayne Wade,2003-04,regular,22,MIA,NBA,PG,61,56,2126,371,798,.465,16,53,.302,355,745,.477,.475,233,312,.747,85,162,247,275,86,34,196,140,991,,0
14,Dwayne Wade,2004-05,regular,23,MIA,NBA,SG,77,77,2974,630,1318,.478,13,45,.289,617,1273,.485,.483,581,762,.762,110,287,397,520,121,82,321,230,1854,,1
15,Dwayne Wade,2005-06,regular,24,MIA,NBA,SG,75,75,2892,699,1413,.495,13,76,.171,686,1337,.513,.499,629,803,.783,107,323,430,503,146,58,268,217,2040,,2
16,Dwayne Wade,2006-07,regular,25,MIA,NBA,SG,51,50,1931,472,962,.491,21,79,.266,451,883,.511,.502,432,535,.807,51,188,239,384,107,62,216,117,1397,,0
17,Dwayne Wade,2007-08,regular,26,MIA,NBA,SG,51,49,1954,439,937,.469,22,77,.286,417,860,.485,.480,354,467,.758,45,169,214,354,87,37,224,137,1254,,0
18,Dwayne Wade,2008-09,regular,27,MIA,NBA,SG,79,79,3048,854,1739,.491,88,278,.317,766,1461,.524,.516,590,771,.765,89,309,398,589,173,106,272,178,2386,,0
19,Dwayne Wade,2009-10,regular,28,MIA,NBA,SG,77,77,2792,719,1511,.476,73,243,.300,646,1268,.509,.500,534,702,.761,107,266,373,501,142,82,252,181,2045,,0
20,Dwayne Wade,2010-11,regular,29,MIA,NBA,SG,76,76,2823,692,1384,.500,63,206,.306,629,1178,.534,.523,494,652,.758,123,362,485,346,111,87,237,197,1941,,1
21,Dwayne Wade,2011-12,regular,30,MIA,NBA,SG,49,49,1625,416,837,.497,15,56,.268,401,781,.513,.506,235,297,.791,73,164,237,225,82,63,129,110,1082,,0
22,Dwayne Wade,2012-13,regular,31,MIA,NBA,SG,69,69,2391,569,1093,.521,17,66,.258,552,1027,.537,.528,308,425,.725,86,258,344,352,128,56,194,140,1463,,0
23,Dwayne Wade,2013-14,regular,32,MIA,NBA,SG,54,53,1775,415,761,.545,9,32,.281,406,729,.557,.551,189,258,.733,60,181,241,252,79,29,161,106,1028,,0
24,Dwayne Wade,2014-15,regular,33,MIA,NBA,SG,62,62,1971,509,1084,.470,29,102,.284,480,982,.489,.483,284,370,.768,58,161,219,299,73,21,209,105,1331,,0
25,Dwayne Wade,2015-16,regular,34,MIA,NBA,SG,74,73,2258,540,1183,.456,7,44,.159,533,1139,.468,.459,322,406,.793,82,220,302,344,79,42,203,116,1409,,0
26,Dwayne Wade,2016-17,regular,35,CHI,NBA,SG,60,59,1792,414,955,.434,45,145,.310,369,810,.456,.457,223,281,.794,63,207,270,228,86,41,138,112,1096,,0
27,Dwayne Wade,2017-18,regular,36,TOT,NBA,SG,67,3,1536,299,682,.438,32,111,.288,267,571,.468,.462,135,189,.714,50,202,252,228,61,47,140,124,765,,0
28,Dwayne Wade,2017-18,regular,36,CLE,NBA,SG,46,3,1069,198,435,.455,23,70,.329,175,365,.479,.482,94,134,.701,39,142,181,163,42,32,92,84,513,,0
29,Dwayne Wade,2017-18,regular,36,MIA,NBA,SG,21,0,467,101,247,.409,9,41,.220,92,206,.447,.427,41,55,.745,11,60,71,65,19,15,48,40,252,,0
30,Dwayne Wade,2018-19,regular,37,MIA,NBA,SG,72,2,1885,416,960,.433,86,261,.330,330,699,.472,.478,165,233,.708,69,216,285,301,59,38,166,118,1083,,1
31,Kobe Bryant,1996-97,playoff,18,LAL,NBA,SF,9,0,133,21,55,.382,6,23,.261,15,32,.469,.436,26,30,.867,1,10,11,11,3,2,14,23,74,,
32,Kobe Bryant,1997-98,playoff,19,LAL,NBA,SF,11,0,220,31,76,.408,3,14,.214,28,62,.452,.428,31,45,.689,7,14,21,16,3,8,11,28,96,,
33,Kobe Bryant,1998-99,playoff,20,LAL,NBA,SG,8,8,315,61,142,.430,8,23,.348,53,119,.445,.458,28,35,.800,13,42,55,37,15,10,31,24,158,,
34,Kobe Bryant,1999-00,playoff,21,LAL,NBA,SG,22,22,857,174,394,.442,22,64,.344,152,330,.461,.470,95,126,.754,26,72,98,97,32,32,55,89,465,,
35,Kobe Bryant,2000-01,playoff,22,LAL,NBA,SG,16,16,694,168,358,.469,11,34,.324,157,324,.485,.485,124,151,.821,29,87,116,97,25,12,51,53,471,,
36,Kobe Bryant,2001-02,playoff,23,LAL,NBA,SG,19,19,833,187,431,.434,22,58,.379,165,373,.442,.459,110,145,.759,28,83,111,87,27,17,54,65,506,,
37,Kobe Bryant,2002-03,playoff,24,LAL,NBA,SG,12,12,531,137,317,.432,25,62,.403,112,255,.439,.472,86,104,.827,16,45,61,62,14,1,42,35,385,,
38,Kobe Bryant,2003-04,playoff,25,LAL,NBA,SG,22,22,973,190,460,.413,24,97,.247,166,363,.457,.439,135,166,.813,18,86,104,121,42,7,61,59,539,,
39,Kobe Bryant,2005-06,playoff,27,LAL,NBA,SG,7,7,314,72,145,.497,14,35,.400,58,110,.527,.545,37,48,.771,4,40,44,36,8,3,33,25,195,,
40,Kobe Bryant,2006-07,playoff,28,LAL,NBA,SG,5,5,215,60,130,.462,10,28,.357,50,102,.490,.500,34,37,.919,1,25,26,22,5,2,22,10,164,,
41,Kobe Bryant,2007-08,playoff,29,LAL,NBA,SG,21,21,863,222,463,.479,32,106,.302,190,357,.532,.514,157,194,.809,18,101,119,117,35,8,70,59,633,,
42,Kobe Bryant,2008-09,playoff,30,LAL,NBA,SG,23,23,940,242,530,.457,37,106,.349,205,424,.483,.492,174,197,.883,19,104,123,126,38,21,59,59,695,,
43,Kobe Bryant,2009-10,playoff,31,LAL,NBA,SG,23,23,923,234,511,.458,49,131,.374,185,380,.487,.506,154,183,.842,26,112,138,126,31,16,79,75,671,,
44,Kobe Bryant,2010-11,playoff,32,LAL,NBA,SG,10,10,354,83,186,.446,12,41,.293,71,145,.490,.478,50,61,.820,8,26,34,33,16,3,31,23,228,,
45,Kobe Bryant,2011-12,playoff,33,LAL,NBA,SG,12,12,476,132,301,.439,17,60,.283,115,241,.477,.467,79,95,.832,16,42,58,52,16,2,34,33,360,,
46,Kobe Bryant,1996-97,regular,18,LAL,NBA,SF,71,6,1103,176,422,.417,51,136,.375,125,286,.437,.477,136,166,.819,47,85,132,91,49,23,112,102,539,,0
47,Kobe Bryant,1997-98,regular,19,LAL,NBA,SF,79,1,2056,391,913,.428,75,220,.341,316,693,.456,.469,363,457,.794,79,163,242,199,74,40,157,180,1220,,0
48,Kobe Bryant,1998-99,regular,20,LAL,NBA,SG,50,50,1896,362,779,.465,27,101,.267,335,678,.494,.482,245,292,.839,53,211,264,190,72,50,157,153,996,,0
49,Kobe Bryant,1999-00,regular,21,LAL,NBA,SG,66,62,2524,554,1183,.468,46,144,.319,508,1039,.489,.488,331,403,.821,108,308,416,323,106,62,182,220,1485,,0
50,Kobe Bryant,2000-01,regular,22,LAL,NBA,SG,68,68,2783,701,1510,.464,61,200,.305,640,1310,.489,.484,475,557,.853,104,295,399,338,114,43,220,222,1938,,2
51,Kobe Bryant,2001-02,regular,23,LAL,NBA,SG,80,80,3063,749,1597,.469,33,132,.250,716,1465,.489,.479,488,589,.829,112,329,441,438,118,35,223,228,2019,,1
52,Kobe Bryant,2002-03,regular,24,LAL,NBA,SG,82,82,3401,868,1924,.451,124,324,.383,744,1600,.465,.483,601,713,.843,106,458,564,481,181,67,288,218,2461,,5
53,Kobe Bryant,2003-04,regular,25,LAL,NBA,SG,65,64,2447,516,1178,.438,71,217,.327,445,961,.463,.468,454,533,.852,103,256,359,330,112,28,171,176,1557,,1
54,Kobe Bryant,2004-05,regular,26,LAL,NBA,SG,66,66,2689,573,1324,.433,131,387,.339,442,937,.472,.482,542,664,.816,95,297,392,398,86,53,270,174,1819,,5
55,Kobe Bryant,2005-06,regular,27,LAL,NBA,SG,80,80,3277,978,2173,.450,180,518,.347,798,1655,.482,.491,696,819,.850,71,354,425,360,147,30,250,233,2832,,0
56,Kobe Bryant,2006-07,regular,28,LAL,NBA,SG,77,77,3140,813,1757,.463,137,398,.344,676,1359,.497,.502,667,768,.868,75,364,439,413,111,36,255,205,2430,,0
57,Kobe Bryant,2007-08,regular,29,LAL,NBA,SG,82,82,3192,775,1690,.459,150,415,.361,625,1275,.490,.503,623,742,.840,94,423,517,441,151,40,257,227,2323,,0
58,Kobe Bryant,2008-09,regular,30,LAL,NBA,SG,82,82,2960,800,1712,.467,118,336,.351,682,1376,.496,.502,483,564,.856,90,339,429,399,120,37,210,189,2201,,2
59,Kobe Bryant,2009-10,regular,31,LAL,NBA,SG,73,73,2835,716,1569,.456,99,301,.329,617,1268,.487,.488,439,541,.811,78,313,391,365,113,20,233,187,1970,,0
60,Kobe Bryant,2010-11,regular,32,LAL,NBA,SG,82,82,2779,740,1639,.451,115,356,.323,625,1283,.487,.487,483,583,.828,83,336,419,388,99,12,243,172,2078,,1
61,Kobe Bryant,2011-12,regular,33,LAL,NBA,SG,58,58,2232,574,1336,.430,87,287,.303,487,1049,.464,.462,381,451,.845,66,247,313,264,69,18,204,105,1616,,0
62,Kobe Bryant,2012-13,regular,34,LAL,NBA,SG,78,78,3013,738,1595,.463,132,407,.324,606,1188,.510,.504,525,626,.839,66,367,433,469,106,25,287,173,2133,,2
63,Kobe Bryant,2013-14,regular,35,LAL,NBA,SG,6,6,177,31,73,.425,3,16,.188,28,57,.491,.445,18,21,.857,2,24,26,38,7,1,34,9,83,,0
64,Kobe Bryant,2014-15,regular,36,LAL,NBA,SG,35,35,1207,266,713,.373,54,184,.293,212,529,.401,.411,196,241,.813,26,173,199,197,47,7,128,65,782,,2
65,Kobe Bryant,2015-16,regular,37,LAL,NBA,SF,66,66,1863,398,1113,.358,133,467,.285,265,646,.410,.417,232,281,.826,41,206,247,184,62,13,129,115,1161,,0
66,Lamar Odom,2003-04,playoff,24,MIA,NBA,PF,13,13,512,81,182,.445,8,26,.308,73,156,.468,.467,49,72,.681,32,76,108,37,15,10,42,58,219,,
67,Lamar Odom,2005-06,playoff,26,LAL,NBA,PF,7,7,314,49,99,.495,6,30,.200,43,69,.623,.525,30,45,.667,15,62,77,34,3,8,23,23,134,,
68,Lamar Odom,2006-07,playoff,27,LAL,NBA,PF,5,5,192,41,85,.482,3,11,.273,38,74,.514,.500,12,24,.500,20,45,65,11,2,6,10,17,97,,
69,Lamar Odom,2007-08,playoff,28,LAL,NBA,PF,21,21,786,107,218,.491,3,11,.273,104,207,.502,.498,84,127,.661,47,162,209,62,14,27,47,72,301,,
70,Lamar Odom,2008-09,playoff,29,LAL,NBA,PF,23,5,735,108,206,.524,18,35,.514,90,171,.526,.568,49,80,.613,64,146,210,42,16,31,39,75,283,,
71,Lamar Odom,2009-10,playoff,30,LAL,NBA,PF,23,0,667,91,194,.469,10,41,.244,81,153,.529,.495,30,50,.600,60,138,198,46,15,21,28,84,222,,
72,Lamar Odom,2010-11,playoff,31,LAL,NBA,PF,10,1,286,45,98,.459,4,20,.200,41,78,.526,.480,27,38,.711,13,52,65,21,2,4,15,25,121,,
73,Lamar Odom,2012-13,playoff,33,LAC,NBA,PF,6,1,107,11,30,.367,5,14,.357,6,16,.375,.450,3,6,.500,4,19,23,11,5,5,10,16,30,,
74,Lamar Odom,1999-00,regular,20,LAC,NBA,SF,76,70,2767,449,1024,.438,59,164,.360,390,860,.453,.467,302,420,.719,159,436,595,317,91,95,258,291,1259,,3
75,Lamar Odom,2000-01,regular,21,LAC,NBA,PF,76,74,2836,481,1046,.460,80,253,.316,401,793,.506,.498,262,386,.679,110,482,592,392,74,122,264,236,1304,,4
76,Lamar Odom,2001-02,regular,22,LAC,NBA,SF,29,25,999,151,360,.419,16,84,.190,135,276,.489,.442,61,93,.656,31,145,176,171,23,36,97,91,379,,0
77,Lamar Odom,2002-03,regular,23,LAC,NBA,SF,49,47,1679,268,611,.439,42,129,.326,226,482,.469,.473,136,175,.777,59,267,326,178,42,41,140,181,714,,0
78,Lamar Odom,2003-04,regular,24,MIA,NBA,PF,80,80,3003,485,1127,.430,61,205,.298,424,922,.460,.457,340,458,.742,160,616,776,327,85,71,236,273,1371,,1
79,Lamar Odom,2004-05,regular,25,LAL,NBA,PF,64,64,2320,366,774,.473,36,117,.308,330,657,.502,.496,207,298,.695,134,519,653,238,42,65,161,211,975,,0
80,Lamar Odom,2005-06,regular,26,LAL,NBA,PF,80,80,3221,445,925,.481,80,215,.372,365,710,.514,.524,216,313,.690,181,557,738,443,75,64,213,256,1186,,2
81,Lamar Odom,2006-07,regular,27,LAL,NBA,PF,56,56,2202,319,681,.468,54,182,.297,265,499,.531,.508,198,283,.700,102,445,547,270,53,32,163,182,890,,1
82,Lamar Odom,2007-08,regular,28,LAL,NBA,PF,77,77,2921,417,795,.525,31,113,.274,386,682,.566,.544,229,328,.698,197,622,819,273,75,72,156,222,1094,,1
83,Lamar Odom,2008-09,regular,29,LAL,NBA,PF,78,32,2316,346,703,.492,33,103,.320,313,600,.522,.516,160,257,.623,176,461,637,204,77,98,138,235,885,,0
84,Lamar Odom,2009-10,regular,30,LAL,NBA,PF,82,38,2585,342,739,.463,58,182,.319,284,557,.510,.502,140,202,.693,184,618,802,267,75,59,150,227,882,,0
85,Lamar Odom,2010-11,regular,31,LAL,NBA,PF,82,35,2639,473,893,.530,68,178,.382,405,715,.566,.568,166,246,.675,175,535,710,249,47,61,139,200,1180,,0
86,Lamar Odom,2011-12,regular,32,DAL,NBA,SF,50,4,1027,123,349,.352,28,111,.252,95,238,.399,.393,58,98,.592,36,172,208,83,20,18,52,97,332,,0
87,Lamar Odom,2012-13,regular,33,LAC,NBA,PF,82,2,1616,146,366,.399,18,90,.200,128,276,.464,.423,20,42,.476,117,363,480,142,69,58,86,214,330,,0
88,Pau Gasol,2003-04,playoff,23,MEM,NBA,PF,4,4,134,28,49,.571,0,0,,28,49,.571,.571,18,20,.900,4,16,20,10,4,6,5,10,74,,0
89,Pau Gasol,2004-05,playoff,24,MEM,NBA,PF,4,4,133,39,80,.488,1,1,1.000,38,79,.481,.494,6,12,.500,15,15,30,10,2,7,7,12,85,,0
90,Pau Gasol,2005-06,playoff,25,MEM,NBA,PF,4,4,158,29,67,.433,0,1,.000,29,66,.439,.433,23,30,.767,4,23,27,12,2,5,11,11,81,,0
91,Pau Gasol,2007-08,playoff,27,LAL,NBA,C,21,21,836,141,266,.530,0,0,,141,266,.530,.530,72,104,.692,55,140,195,83,11,40,44,60,354,,0
92,Pau Gasol,2008-09,playoff,28,LAL,NBA,C,23,23,931,160,276,.580,0,0,,160,276,.580,.580,100,140,.714,68,181,249,58,19,45,44,69,420,,0
93,Pau Gasol,2009-10,playoff,29,LAL,NBA,C,23,23,913,165,306,.539,0,3,.000,165,303,.545,.539,120,158,.759,92,163,255,81,9,48,44,63,450,,0
94,Pau Gasol,2010-11,playoff,30,LAL,NBA,C,10,10,358,47,112,.420,1,2,.500,46,110,.418,.424,36,45,.800,32,46,78,38,4,17,17,33,131,,0
95,Pau Gasol,2011-12,playoff,31,LAL,NBA,PF,12,12,444,62,143,.434,2,5,.400,60,138,.435,.441,24,29,.828,38,76,114,44,6,25,20,36,150,,0
96,Pau Gasol,2012-13,playoff,32,LAL,NBA,PF,4,4,146,25,52,.481,0,0,,25,52,.481,.481,6,11,.545,7,39,46,26,2,3,13,4,56,,1
97,Pau Gasol,2014-15,playoff,34,CHI,NBA,PF,10,10,317,56,115,.487,0,4,.000,56,111,.505,.487,32,42,.762,17,77,94,31,5,21,21,18,144,,0
98,Pau Gasol,2016-17,playoff,36,SAS,NBA,C,16,7,365,50,114,.439,6,18,.333,44,96,.458,.465,17,24,.708,39,75,114,31,7,15,18,35,123,,0
99,Pau Gasol,2017-18,playoff,37,SAS,NBA,C,5,0,90,10,20,.500,1,3,.333,9,17,.529,.525,9,10,.900,2,22,24,14,0,1,6,5,30,,0
100,Pau Gasol,2001-02,regular,21,MEM,NBA,PF,82,79,3007,551,1064,.518,1,5,.200,550,1059,.519,.518,338,477,.709,238,492,730,223,41,169,224,195,1441,,0
101,Pau Gasol,2002-03,regular,22,MEM,NBA,PF,82,82,2948,569,1116,.510,1,10,.100,568,1106,.514,.510,416,565,.736,192,528,720,229,34,148,213,220,1555,,0
102,Pau Gasol,2003-04,regular,23,MEM,NBA,PF,78,78,2458,506,1049,.482,4,15,.267,502,1034,.485,.484,365,511,.714,206,394,600,198,44,132,187,185,1381,,0
103,Pau Gasol,2004-05,regular,24,MEM,NBA,PF,56,53,1790,357,695,.514,1,6,.167,356,689,.517,.514,282,367,.768,130,280,410,135,37,93,137,146,997,,0
104,Pau Gasol,2005-06,regular,25,MEM,NBA,PF,80,80,3135,600,1194,.503,3,12,.250,597,1182,.505,.504,425,617,.689,191,522,713,371,46,153,235,184,1628,,1
105,Pau Gasol,2006-07,regular,26,MEM,NBA,C,59,59,2133,462,858,.538,3,11,.273,459,847,.542,.540,299,400,.748,149,432,581,201,29,126,162,137,1226,,1
106,Pau Gasol,2007-08,regular,27,TOT,NBA,C,66,66,2351,475,890,.534,4,16,.250,471,874,.539,.536,292,362,.807,155,398,553,211,30,98,124,139,1246,,0
107,Pau Gasol,2007-08,regular,27,MEM,NBA,C,39,39,1433,279,557,.501,4,15,.267,275,542,.507,.504,176,215,.819,94,248,342,116,16,56,80,85,738,,0
108,Pau Gasol,2007-08,regular,27,LAL,NBA,C,27,27,918,196,333,.589,0,1,.000,196,332,.590,.589,116,147,.789,61,150,211,95,14,42,44,54,508,,0
109,Pau Gasol,2008-09,regular,28,LAL,NBA,C,81,81,2999,592,1045,.567,1,2,.500,591,1043,.567,.567,343,439,.781,262,518,780,284,52,81,157,172,1528,,1
110,Pau Gasol,2009-10,regular,29,LAL,NBA,C,65,65,2403,452,844,.536,0,5,.000,452,839,.539,.536,286,362,.790,243,491,734,218,37,113,143,152,1190,,0
111,Pau Gasol,2010-11,regular,30,LAL,NBA,C,82,82,3037,593,1120,.529,1,3,.333,592,1117,.530,.530,354,430,.823,268,568,836,273,48,130,142,203,1541,,1
112,Pau Gasol,2011-12,regular,31,LAL,NBA,PF,65,65,2430,459,917,.501,7,27,.259,452,890,.508,.504,204,261,.782,183,495,678,237,37,88,142,127,1129,,1
113,Pau Gasol,2012-13,regular,32,LAL,NBA,PF,49,42,1655,270,579,.466,8,28,.286,262,551,.475,.473,125,178,.702,111,310,421,200,24,61,104,93,673,,2
114,Pau Gasol,2013-14,regular,33,LAL,NBA,C,60,60,1884,425,885,.480,4,14,.286,421,871,.483,.482,187,254,.736,124,456,580,201,27,92,141,124,1041,,0
115,Pau Gasol,2014-15,regular,34,CHI,NBA,PF,78,78,2681,570,1153,.494,12,26,.462,558,1127,.495,.500,294,366,.803,220,699,919,210,25,147,158,147,1446,,0
116,Pau Gasol,2015-16,regular,35,CHI,NBA,C,72,72,2291,467,995,.469,24,69,.348,443,926,.478,.481,229,289,.792,155,638,793,294,42,146,164,148,1187,,2
117,Pau Gasol,2016-17,regular,36,SAS,NBA,C,64,39,1627,303,604,.502,56,104,.538,247,500,.494,.548,130,184,.707,107,394,501,150,24,70,81,110,792,,0
118,Pau Gasol,2017-18,regular,37,SAS,NBA,C,77,63,1812,287,627,.458,43,120,.358,244,507,.481,.492,158,209,.756,129,490,619,238,24,79,108,121,775,,1
119,Pau Gasol,2018-19,regular,38,TOT,NBA,C,30,6,360,42,94,.447,6,13,.462,36,81,.444,.479,28,40,.700,22,115,137,52,5,15,16,29,118,,0
120,Pau Gasol,2018-19,regular,38,SAS,NBA,C,27,6,330,41,88,.466,5,10,.500,36,78,.462,.494,27,38,.711,22,105,127,50,5,14,14,28,114,,0
121,Pau Gasol,2018-19,regular,38,MIL,NBA,C,3,0,30,1,6,.167,1,3,.333,0,3,.000,.250,1,2,.500,0,10,10,2,0,1,2,1,4,,0
122,Derek Fisher,1996-97,playoff,22,LAL,NBA,PG,6,0,34,3,11,.273,0,5,.000,3,6,.500,.273,2,3,.667,0,3,3,6,1,0,6,4,8,,
123,Derek Fisher,1997-98,playoff,23,LAL,NBA,PG,13,13,278,27,68,.397,6,20,.300,21,48,.438,.441,18,29,.621,2,23,25,49,17,0,15,33,78,,
124,Derek Fisher,1998-99,playoff,24,LAL,NBA,PG,8,8,238,28,67,.418,10,29,.345,18,38,.474,.493,12,15,.800,6,23,29,39,8,0,11,20,78,,
125,Derek Fisher,1999-00,playoff,25,LAL,NBA,PG,21,0,322,34,79,.430,12,29,.414,22,50,.440,.506,19,25,.760,4,18,22,41,11,1,9,30,99,,
126,Derek Fisher,2000-01,playoff,26,LAL,NBA,PG,16,16,576,77,159,.484,35,68,.515,42,91,.462,.594,26,34,.765,5,56,61,48,21,1,12,44,215,,
127,Derek Fisher,2001-02,playoff,27,LAL,NBA,PG,19,19,649,60,168,.357,29,81,.358,31,87,.356,.443,44,56,.786,10,52,62,52,19,1,20,49,193,,
128,Derek Fisher,2002-03,playoff,28,LAL,NBA,PG,12,12,424,53,102,.520,29,47,.617,24,55,.436,.662,18,22,.818,5,31,36,22,18,1,18,39,153,,
129,Derek Fisher,2003-04,playoff,29,LAL,NBA,SG,22,0,507,60,148,.405,23,55,.418,37,93,.398,.483,23,35,.657,10,46,56,49,18,0,19,47,166,,
130,Derek Fisher,2006-07,playoff,32,UTA,NBA,SG,16,14,445,49,121,.405,12,32,.375,37,89,.416,.455,42,45,.933,4,21,25,42,16,2,19,51,152,,
131,Derek Fisher,2007-08,playoff,33,LAL,NBA,PG,21,21,663,66,146,.452,22,50,.440,44,96,.458,.527,61,73,.836,2,45,47,52,43,3,20,62,215,,
132,Derek Fisher,2008-09,playoff,34,LAL,NBA,PG,22,22,635,63,160,.394,19,67,.284,44,93,.473,.453,31,36,.861,7,38,45,49,21,1,24,61,176,,
133,Derek Fisher,2009-10,playoff,35,LAL,NBA,PG,23,23,754,82,183,.448,27,75,.360,55,108,.509,.522,46,56,.821,9,49,58,64,28,1,36,83,237,,
134,Derek Fisher,2010-11,playoff,36,LAL,NBA,PG,10,10,325,29,67,.433,7,17,.412,22,50,.440,.485,17,21,.810,1,26,27,36,14,2,8,25,82,,
135,Derek Fisher,2011-12,playoff,37,OKC,NBA,PG,20,0,446,49,118,.415,18,48,.375,31,70,.443,.492,9,9,1.000,2,30,32,25,17,2,6,37,125,,
136,Derek Fisher,2012-13,playoff,38,OKC,NBA,SG,11,0,261,32,70,.457,24,51,.471,8,19,.421,.629,8,12,.667,1,16,17,8,7,1,8,33,96,,
137,Derek Fisher,2013-14,playoff,39,OKC,NBA,SG,19,0,299,23,73,.315,12,41,.293,11,32,.344,.397,15,15,1.000,6,27,33,16,13,0,6,27,73,,
138,Derek Fisher,1996-97,regular,22,LAL,NBA,PG,80,3,921,104,262,.397,22,73,.301,82,189,.434,.439,79,120,.658,25,72,97,119,41,5,71,87,309,,
139,Derek Fisher,1997-98,regular,23,LAL,NBA,PG,82,36,1760,164,378,.434,31,81,.383,133,297,.448,.475,115,152,.757,38,155,193,333,75,5,119,126,474,,
140,Derek Fisher,1998-99,regular,24,LAL,NBA,PG,50,21,1131,99,263,.376,38,97,.392,61,166,.367,.449,60,79,.759,21,70,91,197,61,1,77,95,296,,
141,Derek Fisher,1999-00,regular,25,LAL,NBA,PG,78,22,1803,167,483,.346,52,166,.313,115,317,.363,.400,105,145,.724,22,121,143,216,80,3,75,150,491,,
142,Derek Fisher,2000-01,regular,26,LAL,NBA,PG,20,20,709,77,187,.412,25,63,.397,52,124,.419,.479,50,62,.806,5,54,59,87,39,2,29,50,229,,
143,Derek Fisher,2001-02,regular,27,LAL,NBA,PG,70,35,1974,274,666,.411,144,349,.413,130,317,.410,.520,94,111,.847,15,131,146,181,66,9,62,121,786,,
144,Derek Fisher,2002-03,regular,28,LAL,NBA,PG,82,82,2829,339,775,.437,85,212,.401,254,563,.451,.492,100,125,.800,40,199,239,298,93,15,94,195,863,,
145,Derek Fisher,2003-04,regular,29,LAL,NBA,SG,82,3,1769,203,576,.352,52,179,.291,151,397,.380,.398,122,153,.797,30,122,152,187,103,4,79,115,580,,
146,Derek Fisher,2004-05,regular,30,GSW,NBA,PG,74,32,2222,297,755,.393,108,291,.371,189,464,.407,.465,175,203,.862,38,180,218,301,76,4,129,176,877,,
147,Derek Fisher,2005-06,regular,31,GSW,NBA,PG,82,36,2589,364,887,.410,117,295,.397,247,592,.417,.476,244,293,.833,36,175,211,352,125,8,156,237,1089,,
148,Derek Fisher,2006-07,regular,32,UTA,NBA,SG,82,61,2287,258,675,.382,48,156,.308,210,519,.405,.418,262,307,.853,30,119,149,274,83,6,120,234,826,,
149,Derek Fisher,2007-08,regular,33,LAL,NBA,PG,82,82,2249,339,777,.436,112,276,.406,227,501,.453,.508,166,188,.883,24,146,170,239,86,3,90,188,956,,
150,Derek Fisher,2008-09,regular,34,LAL,NBA,PG,82,82,2441,292,688,.424,120,302,.397,172,386,.446,.512,110,130,.846,25,163,188,261,95,6,72,187,814,,
151,Derek Fisher,2009-10,regular,35,LAL,NBA,PG,82,82,2227,212,558,.380,78,224,.348,134,334,.401,.450,113,132,.856,25,145,170,201,90,9,78,202,615,,
152,Derek Fisher,2010-11,regular,36,LAL,NBA,PG,82,82,2297,206,529,.389,63,159,.396,143,370,.386,.449,83,103,.806,14,138,152,224,99,8,70,192,558,,
